epoch,accuracy,loss,val_accuracy,val_loss
0,0.5525568127632141,0.9084758162498474,0.6339285969734192,0.7259538769721985
1,0.6941288113594055,0.6580792665481567,0.6160714030265808,0.7609888911247253
2,0.71875,0.6087912321090698,0.6964285969734192,0.6346399188041687
3,0.732481062412262,0.5759243369102478,0.71875,0.6142374277114868
4,0.7372159361839294,0.5680981874465942,0.6785714030265808,0.6579648852348328
5,0.75,0.5375816822052002,0.6964285969734192,0.6364550590515137
6,0.7462121248245239,0.545089602470398,0.6919642686843872,0.6330035328865051
7,0.7533143758773804,0.5214948654174805,0.7321428656578064,0.5752755403518677
8,0.7623106241226196,0.49730509519577026,0.6785714030265808,0.6729225516319275
9,0.767518937587738,0.48658493161201477,0.7098214030265808,0.5815533995628357
10,0.7727272510528564,0.47957244515419006,0.7276785969734192,0.5630077123641968
11,0.7736742496490479,0.4711500108242035,0.7232142686843872,0.608523964881897
12,0.7736742496490479,0.4727608561515808,0.6517857313156128,0.7654196619987488
13,0.7698863744735718,0.4855351746082306,0.7098214030265808,0.558737576007843
14,0.7736742496490479,0.47101491689682007,0.7232142686843872,0.5978432893753052
15,0.7755681872367859,0.46247702836990356,0.6741071343421936,0.6957353353500366
16,0.7803030014038086,0.4535093903541565,0.71875,0.567366361618042
17,0.78125,0.44721293449401855,0.7276785969734192,0.5922560691833496
18,0.7807765007019043,0.44749894738197327,0.71875,0.6015459299087524
19,0.7807765007019043,0.44534698128700256,0.7142857313156128,0.587811291217804
20,0.78125,0.4454165995121002,0.7276785969734192,0.5922183990478516
21,0.7817234992980957,0.4437744915485382,0.71875,0.5887355804443359
22,0.7817234992980957,0.44398102164268494,0.71875,0.5893453359603882
23,0.7817234992980957,0.44469374418258667,0.7098214030265808,0.6237858533859253
24,0.7803030014038086,0.4463869035243988,0.7232142686843872,0.5920109748840332
25,0.7807765007019043,0.44409918785095215,0.7276785969734192,0.5843076705932617
26,0.78125,0.44364264607429504,0.7232142686843872,0.587306022644043
27,0.7817234992980957,0.4424388110637665,0.7276785969734192,0.5966545343399048
28,0.7807765007019043,0.44293293356895447,0.71875,0.6051263213157654
29,0.7807765007019043,0.4435886740684509,0.71875,0.6058189272880554
